platform,appId,title,summary,developer,developerEmail,developerWebsite,privacyPolicy,genre,genreId,contentRating,contentRatingDescription,free,price,priceText,currency,offersIAP,IAPRange,installs,minInstalls,score,ratings,reviews,released,version,androidVersion,adSupported,url,app_type,app_type_rationale,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.qqchat.fast,Fast AI - Crush on AI,AI Character: Interactive Roleplay Game,sabjirbazar,tapas.td70@gmail.com,,https://fastaiapptop.com/privacy/,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$19.99 - $49.99 per item,"5,000+",5000,2.7857144,52,8,"Oct 14, 2025",1.0.3,7.0,True,https://play.google.com/store/apps/details?id=com.qqchat.fast&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,False,UNKNOWN - requires manual verification,$19.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.charclub.ai.world.virtual.character.chatbot.roleplay.assistant.imagination,CharClub: Character AI Chat,"Super character chat links your AI boyfriend, AI girlfriend, and texting story.",CharClub AI Inc.,support@charclub.ai,https://charclub.ai,https://charclub.ai/privacy-policy,Entertainment,ENTERTAINMENT,Adults only 18+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.49 - $79.99 per item,"100,000+",100000,3.71,861,47,"Jan 26, 2024",2.19.2,8.0,True,https://play.google.com/store/apps/details?id=com.charclub.ai.world.virtual.character.chatbot.roleplay.assistant.imagination&hl=en&gl=us,companion,"companion signals dominant: comp=7,gen=1,task=0",Likely — manual verification needed,https://charclub.ai,UNKNOWN - requires manual verification,Phone,True,Self-declaration via Google Play content rating (Adults only 18+); in-app method not verified,True,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $79.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aiidolchat.app,Idolchat: AI Girlfriend & Chat,"AI girlfriend &amp; boyfriend — no filter, unlimited roleplay &amp; romance.",Tangerine Lab,tangerinlabs@gmail.com,https://www.tangerinlabs.app/,https://www.tangerinlabs.app/privacy,Entertainment,ENTERTAINMENT,Teen,Diverse Content: Discretion Advised,True,0,Free,USD,True,$6.99 - $99.99 per item,"10,000+",10000,2,79,3,"Oct 15, 2025",1.8.3,7.0,False,https://play.google.com/store/apps/details?id=com.aiidolchat.app&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",Likely — manual verification needed,https://www.tangerinlabs.app/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access,$6.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover,Adam: Romantic AI Boyfriend,"Meet Adam: Romantic AI Boyfriend, Virtual Companion &amp; Virtual Romantic Partner",Jani Infotech,janiinfotech.contact@gmail.com,https://janiinfotechapps.blogspot.com/,https://sites.google.com/view/janiinfotech-privacy-policy/home,Entertainment,ENTERTAINMENT,Teen,Suggestive Themes,True,0,Free,USD,False,,"10,000+",10000,4.36,830,41,"Mar 5, 2024",1.0.3,6.0,True,https://play.google.com/store/apps/details?id=ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=0,task=0",UNKNOWN - requires manual verification,https://janiinfotechapps.blogspot.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.touchie.ai,Touchie - AI Friend & Chat,Dreamy chats that touch hearts,Infinity touchie Limited,support@touchieai.com,https://touchieai.com/,https://www.touchieai.com/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$9.99 - $99.99 per item,"10,000+",10000,0,0,0,"Oct 20, 2025",1.1.6,6.0,False,https://play.google.com/store/apps/details?id=com.touchie.ai&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",UNKNOWN - requires manual verification,https://touchieai.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$9.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.boyfriend.app,AI Boyfriend: BF Chat App 18+,Boyfriend chat app encompassing virtual ai boyfriends who entertain and inform!,MACHAAO Inc,connect@machaao.com,https://buildgpt.ai,https://legacy.machaao.com/legal,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$3.99 - $39.99 per item,"1,000+",1000,0,0,0,"Apr 15, 2024",1.0.18,8.1,False,https://play.google.com/store/apps/details?id=ai.boyfriend.app&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,https://buildgpt.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$3.99 - $39.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover.relationship.companion,Jack: AI Boyfriend & Love Chat,"Jack: Romantic AI Boyfriend, Love Chat, Virtual Boyfriend, and AI Chat Roleplay",Jani Infotech,janiinfotech.contact@gmail.com,https://janiinfotechapps.blogspot.com/,https://sites.google.com/view/janiinfotech-privacy-policy/home,Entertainment,ENTERTAINMENT,Teen,Suggestive Themes,True,0,Free,USD,False,,"1,000+",1000,4.2727275,105,5,"Jun 12, 2024",1.0.5,6.0,True,https://play.google.com/store/apps/details?id=ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover.relationship.companion&hl=en&gl=us,companion,"companion signals dominant: comp=5,gen=0,task=0",UNKNOWN - requires manual verification,https://janiinfotechapps.blogspot.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,anima.virtual.ai.robot.friend,Anima: AI Friend Virtual Chat,Create Your AI Friend for Roleplay or Just a Talk,LABANE CORP. Limited,help+anima@myanima.ai,https://myanima.ai,https://myanima.ai/legal/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$0.99 - $199.99 per item,"1,000,000+",1000000,4.001869,39112,3372,"Nov 25, 2020",2.59.11,8.0,False,https://play.google.com/store/apps/details?id=anima.virtual.ai.robot.friend&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=1,task=0",Likely — manual verification needed,https://myanima.ai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $199.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,american.ai.boyfriend.bf.romantic.virtual.dating.lover,Sam: American AI Boyfriend,"Have a romantic chat with Sam, your American AI Boyfriend. Find your true love.",Jani App Studio,janiinfotech.contact@gmail.com,https://janiinfotechapps.blogspot.com/,https://sites.google.com/view/janiinfotech-privacy-policy/home,Entertainment,ENTERTAINMENT,Teen,Suggestive Themes,True,0,Free,USD,True,$2.99 - $19.99 per item,"10,000+",10000,4.36,555,66,"Oct 23, 2024",1.0.6,7.0,True,https://play.google.com/store/apps/details?id=american.ai.boyfriend.bf.romantic.virtual.dating.lover&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",UNKNOWN - requires manual verification,https://janiinfotechapps.blogspot.com/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $19.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.girlfriend.virtual.dating.lover.igirl,iGirl: AI Girlfriend,Virtual Al Girlfriend. Romantic Chat &amp; Roleplay,LABANE CORP. Limited,help+aigf@myanima.ai,https://girlfriend.myanima.ai/,https://girlfriend.myanima.ai/legal/privacy,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Language",True,0,Free,USD,True,$0.99 - $199.99 per item,"1,000,000+",1000000,4.151095,39181,3545,"Apr 12, 2021",2.59.11,8.0,False,https://play.google.com/store/apps/details?id=ai.girlfriend.virtual.dating.lover.igirl&hl=en&gl=us,companion,"companion signals dominant: comp=9,gen=0,task=0",Likely — manual verification needed,https://girlfriend.myanima.ai/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $199.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.romanticai.romanticai,Romantic AI - Chat Girlfriend,AI roleplay dating - talk to a virtual girlfriend or friend in a romantic chat,Just Web It Oy,dev@zemomedia.com,https://zemomedia.com,https://zemomedia.com/romanticai_privacy.php,Entertainment,ENTERTAINMENT,Mature 17+,Sexual Themes,True,0,Free,USD,True,$4.99 - $299.99 per item,"100,000+",100000,3.8472223,3676,701,"Feb 11, 2022",1.31.2,7.0,True,https://play.google.com/store/apps/details?id=com.romanticai.romanticai&hl=en&gl=us,companion,"companion signals dominant: comp=13,gen=0,task=0",Likely — manual verification needed,https://zemomedia.com,UNKNOWN - requires manual verification,Phone,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$4.99 - $299.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai.spicy.spicychat.mate,Spicy Chat: AI boy & girl,Experience Captivating Conversations and Romance with Your AI Virtual Mate!,Walking Technology,barnesyah@gmail.com,https://spicychator.com,https://spicychator.com/privacypolicy,Entertainment,ENTERTAINMENT,Teen,Mild Violence,True,0,Free,USD,True,$0.49 - $299.99 per item,"100,000+",100000,3.7755103,2999,223,"Sep 19, 2024",1.1.6,8.0,True,https://play.google.com/store/apps/details?id=ai.spicy.spicychat.mate&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=1",Likely — manual verification needed,https://spicychator.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $299.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,lovd.love.me.chat.simulator.dating.games.link.com,LOVD: AI Dating & Waifu Hub,"In your Virtual Journey, Chat &amp; Roleplay with AI Character.Chatbot powered by Al",LABANE CORP. Limited,help+lovd@apperry.com,,https://myanima.ai/legal/privacy,Entertainment,ENTERTAINMENT,Mature 17+,Strong Language,True,0,Free,USD,True,$8.99 - $39.99 per item,"100,000+",100000,4.28,2835,71,"Aug 26, 2022",1.9.6,8.0,False,https://play.google.com/store/apps/details?id=lovd.love.me.chat.simulator.dating.games.link.com&hl=en&gl=us,companion,"companion signals dominant: comp=10,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$8.99 - $39.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.ifriend.app,EVA AI Girlfriend & Character,"Chat AI girlfriend or AI boyfriend, AI chat rolepay, romantic AI App",Novi Limited,support@evaapp.ai,https://evaapp.ai/app/,https://evaapp.ai/app/pp.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$2.99 - $199.99 per item,"5,000,000+",5000000,3.8262458,68232,8877,"Feb 14, 2021",3.132.0,8.0,False,https://play.google.com/store/apps/details?id=com.ifriend.app&hl=en&gl=us,companion,"companion signals dominant: comp=11,gen=0,task=0",False,https://evaapp.ai/app/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$2.99 - $199.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aigirlfriend.anna,Anna - AI Sweetheart,Let's meet your Perfect Virtual Companion,IEC Games Australia,ai.support@ieccorp.vn,https://iecgames.com.au/,https://iecgames.com.au/privacy-policy/,Lifestyle,LIFESTYLE,Teen,Sexual Themes,True,0,Free,USD,True,$0.99 - $399.99 per item,"1,000,000+",1000000,3.8302326,10899,1422,"Oct 18, 2023",1.10.5,7.0,True,https://play.google.com/store/apps/details?id=com.aigirlfriend.anna&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",True,https://iecgames.com.au/,UNKNOWN - requires manual verification,Email,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $399.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.mohie.herai,Her.AI - Funny Chat Friend,"Dive into hilarious, unpredictable chats with your virtual AI friend!",MohamedGMohie,mohamedgamalmohie@gmail.com,https://www.herai.top,https://www.herai.top/privacy-policy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $54.99 per item,"500,000+",500000,4.566372,12054,1004,"Aug 22, 2024",2.3.5,7.0,True,https://play.google.com/store/apps/details?id=com.mohie.herai&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://www.herai.top,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access,$3.49 - $54.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.xphotokit.crushai,Crush AI - Your AI Girlfriend,💖 Crush AI: Your Personal AI Love Companion!,X PhotoKit,support@xphotokit.com,https://xphotokit.com/,https://xphotokit.com/crush-ai/privacy.html,Productivity,PRODUCTIVITY,Everyone,,True,0,Free,USD,True,$1.49 - $104.99 per item,"100,000+",100000,3.7912087,540,33,"Jul 7, 2025",1.2.2,8.0,True,https://play.google.com/store/apps/details?id=com.xphotokit.crushai&hl=en&gl=us,companion,"companion signals dominant: comp=4,gen=1,task=0",True,https://xphotokit.com/,True,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.49 - $104.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.lazyapp.aigirflriend,Lust: AI Girlfriend Simulator,Practice dating &amp; roleplay with your AI companion. Experience virtual love!,SyntheticaDev,apps@roditoro.com,,https://lazyapplications.com/lust/policy.html,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $99.99 per item,"100,000+",100000,4.287129,1404,129,"Mar 13, 2025",3.6.8,7.0,False,https://play.google.com/store/apps/details?id=com.lazyapp.aigirflriend&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,ai3067542.sweetgf,Sweet GF-Virtual Love Story,"Chat with AI characters, unlock exclusive pictures, and enjoy warm moments",mohamed fouad,fouadm44656@gmail.com,https://www.cozyai.top/,https://www.cozyai.top/privacy-policy-gf.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,True,$3.49 - $109.99 per item,"100,000+",100000,4.6505494,10728,1181,"Apr 28, 2025",2.0.7,7.0,True,https://play.google.com/store/apps/details?id=ai3067542.sweetgf&hl=en&gl=us,companion,"companion signals dominant: comp=2,gen=0,task=0",UNKNOWN - requires manual verification,https://www.cozyai.top/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$3.49 - $109.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.honeyai.fastreplay,Honey & Roleplay AI Chatbot,Engage in AI roleplay chats and explore endless conversation possibilities.,FOYA Dev,foyaplay2024@gmail.com,https://honeyai.xyz/,https://honeyai.xyz/privacy-policy.html,Lifestyle,LIFESTYLE,Mature 17+,,True,0,Free,USD,True,$1.99 - $49.99 per item,"100,000+",100000,4.625,8461,701,"Jun 16, 2024",4.0.6,7.0,True,https://play.google.com/store/apps/details?id=com.honeyai.fastreplay&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,https://honeyai.xyz/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$1.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,app.soulplay.soulplay,Soulplay - Spicy AI Roleplay,AI Roleplay playground for you. Ignite Your Fantasy.,Studio Dopa,support@soulplay.app,http://soulplay.app,https://docs.google.com/document/d/1XJIQK4Ovi1npy_a6NQGUdHSydNtPlawItXWgwjmqqDU/edit?usp=sharing,Entertainment,ENTERTAINMENT,Mature 17+,Diverse Content: Discretion Advised,True,0,Free,USD,True,$0.99 - $99.99 per item,"10,000+",10000,4.277228,648,107,"May 1, 2024",2026.03.21,6.0,False,https://play.google.com/store/apps/details?id=app.soulplay.soulplay&hl=en&gl=us,companion,"companion signals dominant: comp=6,gen=0,task=0",UNKNOWN - requires manual verification,http://soulplay.app,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.poppy.helper.tkb,Poppy:AI Roleplay Chat,Chat with lifelike AI companions that learn and grow with you,Fainax Apps,mosesyashua@gmail.com,https://www.poppyaii.com,https://www.poppyaii.com/privacy.html,Entertainment,ENTERTAINMENT,Mature 17+,,True,0,Free,USD,False,,"100,000+",100000,4.712121,9543,374,"Jul 8, 2025",1.0.7,7.0,True,https://play.google.com/store/apps/details?id=com.poppy.helper.tkb&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",Likely — manual verification needed,https://www.poppyaii.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,False,True,No subscription (no IAP offered),No in-app purchases (likely free),UNKNOWN - requires manual verification
android,com.romanticai.chatgirlfriend,"Vivy AI: Chat, AI Girlfriend",Communicate with Vivy AI. Chat with your AI girlfriend.,Wallet Passes Alliance,support.vivyai@walletpasses.me,https://walletpasses.me/vivyai,https://walletpasses.me/vivyai/privacy/,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$0.99 - $99.99 per item,"1,000,000+",1000000,4.2237444,14543,439,"Jul 7, 2023",3.2.0,8.0,True,https://play.google.com/store/apps/details?id=com.romanticai.chatgirlfriend&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",False,https://walletpasses.me/vivyai,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $99.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.affairsdelivery.gp,Affairs Delivery - AI Lover,Romantic urban love simulation game,IPLAYGAME,gamesupport@youloft.com,http://game.youloft.com,http://gamecms.pottingmob.com/privacy.html,Simulation,GAME_SIMULATION,Teen,Sexual Themes,True,0,Free,USD,True,$0.99 - $84.99 per item,"100,000+",100000,,,,,VARY,VARY,True,https://play.google.com/store/apps/details?id=com.affairsdelivery.gp&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=0",UNKNOWN - requires manual verification,http://game.youloft.com,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,extended memory,$0.99 - $84.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.jollychatter.ai,JollyChatter: Crush On AI Chat,Explore immersive stories. AI character chat &amp; roleplay with friends.,mariemc,abdehari10@gmail.com,,https://jollychatter.com/en/privacy-policy,Entertainment,ENTERTAINMENT,Mature 17+,"Violence, Blood, Sexual Themes, Strong Language",True,0,Free,USD,True,$0.99 - $799.99 per item,"50,000+",50000,3.5454545,137,6,"Feb 13, 2025",6.19.1,7.1,False,https://play.google.com/store/apps/details?id=com.jollychatter.ai&hl=en&gl=us,companion,"companion signals dominant: comp=9,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,True,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $799.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.fjsh.aigirlfriend,AI Girlfriend: Roleplay Chat,Chat with your AI girlfriend and build a bond through endless conversations!,fjsh,zero@zerotoone.app,https://shofj.com/en,https://www.fjsh.dev/fan-talk-en,Entertainment,ENTERTAINMENT,Everyone,,True,0,Free,USD,True,$4.99 per item,"50,000+",50000,4.0666666,1102,10,"Dec 4, 2024",1.0.24,7.0,True,https://play.google.com/store/apps/details?id=com.fjsh.aigirlfriend&hl=en&gl=us,companion,"companion signals dominant: comp=3,gen=0,task=1",Likely — manual verification needed,https://shofj.com/en,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Everyone); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,image generation,$4.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.aichatbot.crushais.gp,Crush AI: AI Girlfriend & Chat,Your personalized AI girlfriend &amp; immersive roleplay novel experience.,ai-labs,nicnicdai@gmail.com,,https://www.termsfeed.com/live/7f01fd66-6ee2-4d98-b7f7-1dd91d4b93bc,Entertainment,ENTERTAINMENT,Teen,Suggestive Themes,True,0,Free,USD,True,$6.99 - $169.99 per item,"1,000+",1000,0,0,0,"Jan 7, 2026",1.0.1,6.0,True,https://play.google.com/store/apps/details?id=com.aichatbot.crushais.gp&hl=en&gl=us,companion,"companion signals dominant: comp=9,gen=0,task=0",UNKNOWN - requires manual verification,,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,False,No age gate implied by rating (Teen); in-app not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$6.99 - $169.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.dolly.ai,Dolly - Your AI Doll Girl Chat,Charater AI Chat: Create Your AI Dream Girl to Accompany You by AI Chat Anytime.,Sharp Learning,milindjonewal@gmail.com,https://www.aidoll.top/,https://www.aidoll.top/privacy-policy.html,Dating,DATING,Mature 17+,,True,0,Free,USD,True,$3.49 - $54.99 per item,"100,000+",100000,4.702454,7805,1139,"Dec 4, 2024",3.2.5,7.0,True,https://play.google.com/store/apps/details?id=com.dolly.ai&hl=en&gl=us,companion,"weak companion signal only: comp=1,gen=0,task=0",UNKNOWN - requires manual verification,https://www.aidoll.top/,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,priority access,$3.49 - $54.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
android,com.rubychat.app,Ruby Chat - AI Girlfriend 18+,"Spicy AI character roleplay &amp; dating. Chat, flirt, voice &amp; image messages.",Ruby Chat,support@rubychat.app,https://rubychat.app,https://rubychat.app/legal/privacy-policy,Entertainment,ENTERTAINMENT,Mature 17+,"Sexual Themes, Strong Language",True,0,Free,USD,True,$0.99 - $49.99 per item,"5,000+",5000,3.6363637,60,5,"Aug 9, 2024",2.3.0,7.0,False,https://play.google.com/store/apps/details?id=com.rubychat.app&hl=en&gl=us,companion,"companion signals dominant: comp=8,gen=0,task=0",True,https://rubychat.app,True,"Google, Apple, Email",True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.99 - $49.99 per item (in-app purchase range; monthly tier not specified in Play metadata),"de, en, es, fr, it, ja, ko, pt-br, zh"
android,chatty.lover.com,My AI Family,Romantic interactive stories and dating simulations. The perfect dating game.,Fannin holdings limited,wideviewwebdevelopers@gmail.com,https://wideview.games,https://fannin.games/policy,Simulation,GAME_SIMULATION,Mature 17+,"Sexual Themes, Partial Nudity",True,0,Free,USD,True,$0.49 - $94.99 per item,"50,000+",50000,4.08,979,19,"Oct 14, 2024",1.1.5,10,True,https://play.google.com/store/apps/details?id=chatty.lover.com&hl=en&gl=us,companion,"companion signals dominant: comp=9,gen=0,task=0",UNKNOWN - requires manual verification,https://wideview.games,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,True,Self-declaration via Google Play content rating (Mature 17+); in-app method not verified,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,UNKNOWN - requires manual verification,$0.49 - $94.99 per item (in-app purchase range; monthly tier not specified in Play metadata),UNKNOWN - requires manual verification
